-4.299497976899147034e-02,1.571825891733169556e-02,-2.850271761417388916e-03,-3.765834122896194458e-02,3.534581512212753296e-02,5.269110202789306641e-03,-4.652711004018783569e-02,8.457501977682113647e-02,-1.888666301965713501e-02,-5.208648741245269775e-02,2.920395880937576294e-02,-3.890721872448921204e-02,4.133697599172592163e-02,6.213957816362380981e-02,5.616494268178939819e-02,-4.085594043135643005e-02,9.800061583518981934e-03,-2.223953604698181152e-02,-5.552062392234802246e-02,-7.135281711816787720e-02,-4.607987031340599060e-02,-3.102331236004829407e-02,8.021267503499984741e-02,-7.951347529888153076e-02,-6.515510380268096924e-03,-4.755310341715812683e-02,-6.111475825309753418e-02,-4.473758488893508911e-02,-4.443856701254844666e-02,-4.651711136102676392e-02,-2.978269755840301514e-02,2.693548798561096191e-03
-4.942657053470611572e-02,-3.904388844966888428e-02,2.108746021986007690e-02,-3.520828485488891602e-02,-6.028521060943603516e-02,-4.770117998123168945e-02,-7.014020532369613647e-02,-7.782030105590820312e-02,3.494870662689208984e-02,-5.962163209915161133e-02,1.338742673397064209e-02,-2.815719693899154663e-02,2.814181894063949585e-02,3.588899970054626465e-02,-8.525877445936203003e-02,3.176540136337280273e-03,2.898260951042175293e-02,1.143557578325271606e-02,1.233874261379241943e-02,4.964769631624221802e-02,-3.222175315022468567e-02,-1.976773142814636230e-03,4.106379300355911255e-02,2.652110904455184937e-02,-6.251954287290573120e-02,4.066898673772811890e-02,5.165823549032211304e-02,3.662204742431640625e-02,7.779903709888458252e-03,-1.202128827571868896e-02,-3.403908014297485352e-02,-3.668495267629623413e-02
4.370635002851486206e-02,-5.023844540119171143e-03,7.266586273908615112e-02,1.824759691953659058e-02,2.880474925041198730e-02,-8.346012979745864868e-02,-2.213197946548461914e-02,1.040897518396377563e-02,7.029540091753005981e-02,-3.137466683983802795e-02,-7.539202272891998291e-02,-5.634650588035583496e-03,7.481057196855545044e-02,8.195150643587112427e-02,-6.467311084270477295e-02,-4.230149090290069580e-02,-5.563591048121452332e-02,5.828093737363815308e-02,-7.670867443084716797e-02,-4.884073883295059204e-02,5.865447968244552612e-02,-3.057697415351867676e-02,-5.229945480823516846e-02,6.835506111383438110e-02,-3.333872184157371521e-02,-2.380527555942535400e-03,7.445593923330307007e-02,-4.742428287863731384e-02,-1.662387698888778687e-02,-5.046894028782844543e-02,8.027673512697219849e-02,-5.230797827243804932e-02
-6.450604647397994995e-02,-5.798473954200744629e-03,3.815820068120956421e-02,-7.410138100385665894e-02,7.535321265459060669e-02,-3.560528159141540527e-03,6.848297268152236938e-02,1.994977891445159912e-02,3.136115521192550659e-02,1.846395432949066162e-02,6.271483749151229858e-02,-5.127466470003128052e-02,1.953073590993881226e-02,-4.769435152411460876e-02,3.209093213081359863e-02,-4.916987195611000061e-02,1.572733372449874878e-02,-7.144802808761596680e-02,-5.460008978843688965e-04,6.108028441667556763e-02,3.685361891984939575e-02,-6.849784404039382935e-02,-2.089620381593704224e-02,-2.685113623738288879e-02,-5.897134542465209961e-02,-6.164710223674774170e-02,5.016200989484786987e-02,-4.590513184666633606e-02,2.146725356578826904e-02,-4.343144223093986511e-02,7.625233381986618042e-02,2.954049408435821533e-02
-6.753221899271011353e-02,5.409374088048934937e-02,-5.196533352136611938e-02,-6.265714764595031738e-02,6.426208466291427612e-02,-4.945940151810646057e-02,-3.684682771563529968e-02,-7.493239641189575195e-02,-1.647994667291641235e-02,7.442394644021987915e-02,-2.292660623788833618e-02,4.609107226133346558e-02,5.159664899110794067e-02,-4.663840681314468384e-02,3.301960974931716919e-02,3.404818475246429443e-03,5.568442493677139282e-02,7.921957224607467651e-02,2.704221010208129883e-02,4.449681192636489868e-02,-5.010568723082542419e-02,-7.854221016168594360e-02,7.246469706296920776e-02,-2.955022454261779785e-02,-2.428875863552093506e-02,-6.287361681461334229e-02,-4.314549267292022705e-03,-4.053860902786254883e-05,3.848629444837570190e-02,1.404313743114471436e-02,-8.899413049221038818e-03,-8.289566636085510254e-02
5.170295387506484985e-02,7.388066500425338745e-02,-3.980870544910430908e-02,7.531918585300445557e-03,-5.062552168965339661e-02,-9.524554014205932617e-03,8.923470973968505859e-03,-3.687992691993713379e-02,3.762374818325042725e-02,7.151969522237777710e-02,-1.886302977800369263e-02,7.122420519590377808e-02,-5.226527154445648193e-02,2.481576800346374512e-02,6.551988422870635986e-03,-1.545660942792892456e-02,3.853233158588409424e-02,5.812806636095046997e-02,-1.821742206811904907e-02,-6.170332431793212891e-02,-5.898463353514671326e-02,5.968625098466873169e-02,7.563365250825881958e-02,2.597823739051818848e-03,-4.346251860260963440e-02,-2.869381755590438843e-02,7.904268056154251099e-02,-4.913728311657905579e-02,4.159947484731674194e-02,4.219353944063186646e-02,3.328360617160797119e-03,-2.521938085556030273e-02
-1.197277009487152100e-02,-3.228241205215454102e-02,1.024726033210754395e-02,-2.919545769691467285e-02,-1.392736285924911499e-02,-8.563854545354843140e-02,1.236585527658462524e-02,-5.753924697637557983e-02,-1.422092318534851074e-04,3.386773169040679932e-03,-4.699534177780151367e-02,5.572763830423355103e-02,4.354491084814071655e-02,-4.478579014539718628e-02,-2.564219012856483459e-02,-4.310736060142517090e-02,-8.397798240184783936e-02,-4.927759245038032532e-02,1.127292215824127197e-02,8.200287073850631714e-02,-7.993801683187484741e-02,1.978953927755355835e-02,8.082164078950881958e-02,-4.941689968109130859e-02,5.435775965452194214e-02,1.657104492187500000e-02,4.184051603078842163e-02,4.119259864091873169e-02,-2.265579998493194580e-02,3.325318545103073120e-02,3.519575297832489014e-02,-5.175426602363586426e-02
-1.251059770584106445e-02,6.880500167608261108e-02,-5.383211746811866760e-02,2.966748923063278198e-02,-1.101281493902206421e-02,6.321982294321060181e-02,-5.094293877482414246e-02,-4.669111222028732300e-02,8.023389428853988647e-02,-6.296142935752868652e-03,6.691993027925491333e-02,4.407962411642074585e-02,6.079048663377761841e-02,-7.400034368038177490e-02,-4.788836836814880371e-02,3.644373267889022827e-02,6.758063286542892456e-02,7.424824684858322144e-02,4.838753491640090942e-02,4.245816916227340698e-02,4.193616658449172974e-02,4.037078469991683960e-02,-7.744506001472473145e-04,1.898977905511856079e-02,-7.832421362400054932e-02,1.307293772697448730e-02,2.393049746751785278e-02,-3.662562370300292969e-02,-3.405267745256423950e-02,4.865249246358871460e-02,3.243613243103027344e-02,-2.409741282463073730e-04
-1.562312245368957520e-04,-4.399909824132919312e-02,3.649860620498657227e-02,-2.262631803750991821e-02,4.815604537725448608e-02,-5.688083916902542114e-02,4.193005710840225220e-02,8.125367015600204468e-02,-2.062223106622695923e-02,1.185644418001174927e-02,-4.700219258666038513e-02,-2.381786704063415527e-02,1.277989149093627930e-02,-1.015295088291168213e-02,5.665167421102523804e-02,4.031561315059661865e-03,2.539573609828948975e-02,3.449938446283340454e-02,-2.162636816501617432e-02,-1.881976425647735596e-02,-7.735769450664520264e-02,-7.936358451843261719e-05,-5.586531385779380798e-02,6.868059188127517700e-02,8.678123354911804199e-03,2.392835170030593872e-02,6.431908160448074341e-02,1.793438941240310669e-02,6.719812750816345215e-03,4.205154627561569214e-02,-6.901703774929046631e-03,3.843513876199722290e-02
1.551571488380432129e-02,6.294158846139907837e-02,8.458922058343887329e-02,7.874497026205062866e-02,-4.826660454273223877e-02,-7.600165158510208130e-02,-5.160647630691528320e-02,9.848572313785552979e-03,-1.271013170480728149e-02,-5.371122807264328003e-02,-6.094098091125488281e-02,-6.413177400827407837e-02,-4.167356714606285095e-02,-8.568070828914642334e-03,-8.716724812984466553e-03,-6.020672619342803955e-02,-6.766745448112487793e-02,-5.232752487063407898e-02,-8.506353199481964111e-02,4.098647087812423706e-02,6.096965819597244263e-02,-7.585144788026809692e-02,1.934945583343505859e-03,8.153913170099258423e-02,-5.977964773774147034e-02,-5.096209421753883362e-02,3.379123657941818237e-02,-1.214456558227539062e-02,-7.870192080736160278e-02,6.288745254278182983e-02,5.899813026189804077e-02,3.024823963642120361e-03
